1475520790,407904267,37.3996533333,-122.108565333
1475520791,410735370,37.3996533333,-122.108565333
1475520792,410741413,37.3996533333,-122.108565333
1475520793,410537416,37.3996533333,-122.108565333
1475520794,410457480,37.3996533333,-122.108565333
1475520795,410913511,37.3996533333,-122.108565333
1475520796,410417511,37.3996533333,-122.108565333
1475520797,410404066,37.3996533333,-122.108565333
1475520798,410612000,37.3996533333,-122.108565333
1475520799,410371494,37.3996533333,-122.108565333
1475520800,393939978,37.3996533333,-122.108565333
1475520801,410575104,37.3996533333,-122.108565333
1475520802,410315114,37.3996533333,-122.108565333
1475520803,410301188,37.3996533333,-122.108565333
1475520804,393958366,37.3996533333,-122.108565333
1475520805,410543613,37.3996533333,-122.108565333
1475520806,411657340,37.3996533333,-122.108565333
1475520807,401570603,37.3996533333,-122.108565333
1475520808,394008323,37.3996533333,-122.108565333
1475520809,424601073,37.3996533333,-122.108565333
1475520810,393948864,37.3996533333,-122.108565333
1475520811,393974156,37.3996533333,-122.108565333
1475520812,393968076,37.3996533333,-122.108565333
1475520813,411032720,37.3996533333,-122.108565333
1475520814,410141173,37.3996533333,-122.108565333
1475520815,412058648,37.3996533333,-122.108565333
1475520816,393990178,37.3996533333,-122.108565333
1475520817,393981899,37.3996533333,-122.108565333
1475520818,410648104,37.3996533333,-122.108565333
1475520819,410851024,37.3996533333,-122.108565333
1475520820,410155071,37.3996533333,-122.108565333
1475520821,410472762,37.3996533333,-122.108565333
1475520822,410655686,37.3996533333,-122.108565333
1475520823,410462925,37.3996533333,-122.108565333
1475520824,410359154,37.3996533333,-122.108565333
1475520825,410669624,37.3996533333,-122.108565333
1475520826,410312512,37.3996533333,-122.108565333
1475520827,394138148,37.3996533333,-122.108565333
1475520828,410989141,37.3996533333,-122.108565333
1475520829,410775133,37.3996533333,-122.108565333
1475520830,415510104,37.3996533333,-122.108565333
1475520831,416206348,37.3996533333,-122.108565333
1475520832,416096493,37.3996533333,-122.108565333
1475520833,416105403,37.3996533333,-122.108565333
1475520834,415099684,37.3996533333,-122.108565333
1475520835,415087003,37.3996533333,-122.108565333
1475520836,415365160,37.3996533333,-122.108565333
1475520837,415136963,37.3996533333,-122.108565333
1475520838,415107710,37.3996533333,-122.108565333
1475520839,415141195,37.3996533333,-122.108565333
1475520840,415230713,37.399656,-122.108554667
1475520841,414768878,37.3996533333,-122.108554667
1475520842,414432372,37.3996533333,-122.108554667
1475520843,414462582,37.3996533333,-122.108554667
1475520844,414362869,37.3996533333,-122.108554667
1475520845,413965777,37.3996533333,-122.108554667
1475520846,413963026,37.3996533333,-122.108554667
1475520847,414082801,37.3996533333,-122.108554667
1475520848,413970516,37.3996533333,-122.108554667
1475520849,415616852,37.3996533333,-122.108554667
1475520850,413982787,37.3996533333,-122.108554667
1475520851,413980051,37.3996533333,-122.108554667
1475520852,414623373,37.3996533333,-122.108554667
1475520853,414717310,37.3996533333,-122.108554667
1475520854,403993036,37.3996533333,-122.108554667
1475520855,404132739,37.3996533333,-122.108554667
1475520856,413987543,37.3996533333,-122.108554667
1475520857,414322141,37.3996533333,-122.108554667
1475520858,414035479,37.3996533333,-122.108554667
1475520859,414283721,37.3996533333,-122.108554667
1475520860,414110310,37.3996533333,-122.108554667
1475520861,414237672,37.3996533333,-122.108554667
1475520862,403995002,37.3996533333,-122.108554667
1475520863,404181162,37.3996533333,-122.108554667
1475520864,403997711,37.3996533333,-122.108554667
1475520865,414782523,37.3996533333,-122.108554667
1475520866,404051133,37.3996533333,-122.108554667
1475520867,414536582,37.3996533333,-122.108554667
1475520868,415545396,37.3996533333,-122.108554667
1475520869,433996201,37.3996533333,-122.108554667
1475520870,404975677,37.3996533333,-122.108554667
1475520871,415345340,37.3996533333,-122.108554667
